,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,salary,age_log,fnlwgt_log,capital_loss_log,hours_per_week_bins,native_country
296,3,2,10.0,2,0,3,1,1,0,0,3.1780538303479458,11.676565266056677,0.0,2,1
297,6,4,10.0,1,0,0,1,1,99999,1,3.8918202981106265,12.955652143052186,0.0,5,1
298,3,7,8.0,2,0,3,1,0,0,0,2.8903717578961645,12.214105297227322,0.0,1,1
299,5,5,10.0,2,0,1,0,1,0,0,3.6109179126442243,12.450797633277961,0.0,2,1
300,2,4,10.0,0,3,4,0,0,9562,1,3.871201010907891,12.384047268080431,0.0,2,1
301,3,4,10.0,3,3,1,1,0,0,1,4.07753744390572,11.504197486739606,0.0,2,1
302,2,4,10.0,1,0,5,1,0,4386,1,3.784189633918261,12.172645119417655,0.0,2,1
303,0,5,10.0,2,0,3,1,0,0,0,2.8903717578961645,11.763979859445275,0.0,0,1
304,3,0,10.0,1,2,0,1,1,0,0,3.828641396489095,11.22384241160282,7.303843225277704,3,1
305,3,6,10.0,1,8,0,1,1,0,1,3.4339872044851463,12.250572667806054,0.0,1,1
306,3,3,9.0,0,10,1,1,1,0,0,3.5263605246161616,12.409719362788685,7.420578905410801,3,1
307,5,2,10.0,1,0,0,1,1,7688,1,4.02535169073515,12.058836339563557,0.0,2,1
308,3,2,13.0,1,10,0,0,1,0,1,3.4657359027997265,12.471769811245178,0.0,2,1
309,3,5,10.0,0,0,4,1,0,0,0,3.4011973816621555,12.43484432915322,0.0,2,1
310,0,4,14.0,1,0,0,1,1,0,1,4.343805421853684,11.874201806224184,0.0,0,1
311,3,3,10.0,0,8,4,1,0,0,0,3.871201010907891,10.910697017730893,0.0,2,1
313,4,6,10.0,1,3,5,1,0,0,1,3.713572066704308,11.649028547962569,7.789868559054706,3,1
314,3,5,10.0,1,0,0,1,1,3471,0,4.276666119016055,11.666847547242485,0.0,1,1
315,4,2,13.0,1,10,0,1,1,99999,1,4.007333185232471,12.879845856906922,0.0,4,1
317,3,2,10.0,1,10,0,1,1,0,0,3.784189633918261,11.528729914115171,0.0,4,1
318,3,3,10.0,2,5,1,1,1,0,0,3.091042453358316,12.340393726268946,0.0,2,1
319,3,2,13.0,1,3,0,1,1,0,1,3.8501476017100584,11.911668027317566,7.789868559054706,4,1
320,3,6,16.0,1,3,0,1,1,15024,1,3.713572066704308,11.923411281535257,0.0,3,2
321,3,7,5.0,2,0,1,1,1,0,0,3.6888794541139363,11.749585258937909,0.0,3,1
322,2,2,13.0,2,8,1,1,1,0,0,3.1780538303479458,10.402746539930654,0.0,2,1
323,3,0,10.0,2,2,1,1,1,0,0,3.367295829986474,12.104914399069227,0.0,4,1
324,3,5,10.0,0,5,3,1,1,2176,0,3.871201010907891,12.151943755691764,0.0,2,1
325,3,4,14.0,1,8,0,1,1,0,1,3.9318256327243257,11.593906194102507,0.0,3,1
326,3,0,10.0,2,10,4,1,1,0,0,3.5263605246161616,12.139948868538246,0.0,3,1
327,3,5,10.0,3,0,1,1,0,0,0,4.04305126783455,12.194212592317513,0.0,2,1
328,3,2,10.0,2,1,3,1,0,0,0,3.332204510175204,12.607181612751965,0.0,2,1
329,3,5,10.0,2,7,1,1,0,0,0,3.367295829986474,12.719557729794069,0.0,1,1
330,3,7,10.0,0,0,3,0,0,0,0,3.9512437185814275,11.409662747394547,0.0,1,1
331,3,2,13.0,2,3,3,1,1,2463,0,3.258096538021482,12.717928738180687,0.0,2,1
333,3,3,10.0,2,10,3,1,0,0,0,3.1780538303479458,11.351441294042745,7.47477218239787,2,1
334,3,4,14.0,1,3,5,1,0,0,1,3.871201010907891,11.854967873624643,7.551186867296149,2,1
335,3,7,6.0,2,7,2,2,1,0,0,3.332204510175204,12.465937635565442,0.0,2,0
336,3,2,13.0,1,7,5,1,0,0,0,3.4011973816621555,12.665413377607655,0.0,2,1
337,3,5,10.0,2,3,3,1,0,0,0,3.044522437723423,12.079726803463213,0.0,2,1
338,3,5,10.0,0,0,4,1,0,0,0,3.713572066704308,11.15756394382831,0.0,2,1
339,3,3,10.0,1,0,0,1,1,0,0,3.9512437185814275,12.310144331003071,0.0,2,1
340,6,4,14.0,3,8,1,2,0,0,0,3.1780538303479458,11.721239602038436,0.0,0,2
341,3,3,10.0,2,0,3,1,1,0,0,3.367295829986474,11.34521662054412,0.0,2,1
343,3,5,10.0,2,1,1,1,1,0,0,4.007333185232471,12.512490600037104,0.0,3,1
344,1,2,13.0,3,1,1,1,1,0,1,3.5553480614894135,12.332335183927482,0.0,2,1
345,3,3,9.0,3,0,1,1,0,0,0,4.0943445622221,12.76539696242061,0.0,3,1
348,5,5,10.0,1,7,5,1,0,0,0,3.4339872044851463,12.685469519792504,0.0,2,1
349,3,7,10.0,3,7,1,0,0,0,0,3.9318256327243257,11.742416826240573,0.0,2,2
350,3,7,3.0,1,2,0,1,1,0,0,3.970291913552122,12.180729196191507,0.0,3,2
351,3,0,12.0,2,10,3,1,0,0,0,2.995732273553991,11.92573023838178,0.0,1,1
352,3,5,10.0,1,0,0,1,1,0,0,3.1780538303479458,12.276321394739128,0.0,2,1
353,3,0,10.0,1,10,5,1,0,0,0,3.58351893845611,11.100027803744739,0.0,0,1
354,3,4,14.0,1,8,0,1,1,7688,1,3.5263605246161616,11.811080009163618,0.0,3,1
355,3,3,9.0,0,0,1,0,1,0,0,4.07753744390572,12.14441530314137,0.0,2,1
356,3,5,10.0,0,0,4,0,0,0,0,3.8501476017100584,12.33407000359353,0.0,2,1
357,3,7,7.0,1,0,0,1,1,0,0,3.2188758248682006,12.287680281909934,0.0,2,1
358,3,5,10.0,0,0,4,1,0,0,0,3.9889840465642745,12.676688587274343,0.0,2,2
359,6,4,14.0,2,0,1,1,0,0,0,3.58351893845611,10.769957589426326,0.0,2,1
360,5,6,16.0,1,0,0,1,1,0,0,3.6109179126442243,11.873170030223225,0.0,4,1
361,5,5,10.0,3,0,4,1,0,0,0,3.8501476017100584,11.983210304672596,0.0,2,1
362,3,5,10.0,1,2,0,1,1,0,1,3.4339872044851463,12.057015637568663,0.0,3,1
363,3,2,10.0,1,8,0,1,1,0,1,3.258096538021482,12.030295626454555,0.0,3,1
364,3,5,10.0,1,2,0,1,1,0,0,3.258096538021482,11.950961017000884,0.0,2,2
365,3,5,10.0,2,12,1,1,1,0,0,3.258096538021482,12.671434267311104,0.0,2,1
366,0,7,10.0,2,0,3,0,1,0,0,3.2188758248682006,12.278044409042646,0.0,2,1
367,3,2,13.0,2,0,1,1,1,0,0,3.367295829986474,11.65855710344635,0.0,2,1
368,2,5,10.0,0,9,4,1,1,0,0,3.6109179126442243,12.072106872862012,0.0,3,2
369,3,5,10.0,1,0,0,1,1,5013,0,3.332204510175204,12.105854441053262,0.0,3,1
370,3,5,10.0,2,0,3,1,1,0,0,2.9444389791664403,12.089229792763314,0.0,1,1
371,3,2,10.0,2,1,1,1,1,0,0,3.2188758248682006,12.686116329326559,0.0,2,1
372,0,3,9.0,1,0,0,1,1,2961,0,4.127134385045092,12.618652384523747,0.0,2,1
373,3,4,10.0,0,0,4,1,0,0,0,3.8501476017100584,12.370242960739679,0.0,2,1
374,3,3,9.0,1,2,0,1,1,0,0,3.5553480614894135,12.051329290105425,0.0,2,1
375,3,7,10.0,1,0,0,1,1,0,0,3.8066624897703196,12.523394827597576,0.0,4,1
376,3,3,9.0,1,0,0,1,1,0,1,3.6635616461296463,12.26169654927817,0.0,3,1
378,3,2,13.0,1,0,0,1,1,0,0,3.970291913552122,11.472749095322708,0.0,2,2
379,6,3,9.0,1,0,0,1,1,0,0,3.713572066704308,11.168800017095236,0.0,2,1
380,3,2,10.0,2,0,4,1,0,0,0,3.6375861597263857,12.34226299998044,0.0,2,2
381,0,4,14.0,1,0,0,1,1,0,0,4.1588830833596715,11.875594408944789,0.0,0,1
382,3,3,9.0,1,1,5,1,0,0,1,3.5263605246161616,11.998076293962804,0.0,1,1
383,3,0,12.0,1,11,0,2,1,0,0,3.7612001156935624,11.152787388447106,0.0,2,1
384,3,7,7.0,2,0,3,1,0,0,0,3.1354942159291497,12.745328279351648,0.0,2,1
385,7,3,9.0,1,1,5,1,0,0,0,3.9512437185814275,12.197344667299552,0.0,2,1
386,3,7,10.0,2,0,4,1,1,0,0,3.5553480614894135,12.932770649601201,0.0,2,1
387,3,6,15.0,1,0,0,1,1,0,0,3.7376696182833684,12.054324909652557,0.0,4,1
388,3,3,10.0,1,4,0,0,1,0,0,3.1780538303479458,12.949863034217378,0.0,2,1
390,1,3,10.0,2,1,3,0,0,0,0,3.58351893845611,10.700183608724632,0.0,2,1
391,4,2,13.0,1,0,5,2,0,0,0,3.8066624897703196,12.130793988392112,0.0,4,2
392,3,3,10.0,0,13,3,1,0,0,0,3.9318256327243257,12.181293154165951,0.0,2,1
394,5,3,9.0,1,10,0,1,1,0,1,4.060443010546419,12.015608023793753,0.0,2,1
395,1,1,10.0,1,5,0,1,1,0,0,3.1354942159291497,12.286974983615591,0.0,1,1
396,5,3,9.0,3,0,2,1,0,0,0,4.1588830833596715,12.442314044313559,0.0,2,1
397,3,5,10.0,2,0,3,1,1,0,0,3.044522437723423,11.688188837952277,0.0,1,1
398,3,0,10.0,0,0,1,1,1,0,0,3.6375861597263857,12.097863632308062,0.0,2,1
399,3,3,9.0,1,1,5,1,0,0,1,3.58351893845611,12.151521418259,0.0,2,1
400,2,5,10.0,2,3,3,1,0,0,0,3.332204510175204,12.21878154427151,0.0,2,1
401,3,5,10.0,1,7,0,1,1,0,1,3.7376696182833684,12.196507040660473,0.0,2,1
402,3,3,10.0,2,0,1,1,1,0,0,3.4965075614664802,12.250572667806054,0.0,2,1
403,4,3,9.0,1,0,0,1,1,0,0,4.204692619390966,11.307290244398825,0.0,2,1
404,5,3,9.0,1,2,0,1,1,0,1,4.04305126783455,12.125691964083268,0.0,3,1
405,3,3,10.0,1,0,0,0,1,0,0,3.58351893845611,11.0404547950807,0.0,2,1
406,3,3,9.0,1,0,0,1,1,0,0,3.5553480614894135,11.74938003034411,0.0,3,1
407,5,3,10.0,0,0,1,1,1,0,1,3.5553480614894135,11.658046932441533,0.0,3,1
408,2,3,10.0,1,2,0,1,1,0,0,3.332204510175204,12.721930585924186,0.0,2,1
409,3,4,10.0,1,3,0,1,1,0,1,3.912023005428146,12.379471176945282,0.0,3,1
410,3,2,10.0,2,0,1,1,1,0,0,3.2188758248682006,11.981252689835019,0.0,2,1
411,3,2,10.0,1,11,0,1,1,0,1,4.007333185232471,11.878061512601743,0.0,1,1
412,6,6,16.0,2,3,1,1,0,0,1,3.7376696182833684,11.558500943761517,0.0,2,2
413,4,5,10.0,1,4,0,1,1,0,0,3.6888794541139363,10.545262488223594,0.0,3,1
414,3,6,16.0,1,0,0,1,1,0,1,4.1588830833596715,10.764223290287962,0.0,4,1
415,3,3,10.0,0,13,4,0,0,0,0,3.6635616461296463,12.42010683227992,0.0,1,1
416,3,3,10.0,1,2,0,1,1,0,0,4.02535169073515,11.981490560021617,0.0,2,1
417,5,5,10.0,1,0,0,1,1,0,0,4.0943445622221,11.276101258787598,0.0,3,1
418,3,3,9.0,1,0,0,1,1,0,0,3.9318256327243257,11.6600601616748,0.0,2,1
419,3,3,10.0,2,3,3,0,1,0,0,3.4339872044851463,11.890916596077638,0.0,2,1
420,0,3,9.0,1,0,5,0,0,0,0,3.044522437723423,12.320333931544205,0.0,2,1
421,3,3,10.0,2,12,3,0,1,0,0,3.091042453358316,12.110513934844608,0.0,2,1
422,3,3,9.0,1,3,0,1,1,0,1,3.713572066704308,12.247550424976483,0.0,2,1
423,3,7,10.0,1,6,0,1,1,0,0,3.332204510175204,12.53446230595803,0.0,2,1
424,3,3,10.0,0,1,1,1,0,0,0,3.7612001156935624,10.413612931187725,0.0,2,1
425,5,6,15.0,0,8,1,1,1,0,1,3.970291913552122,12.681887481956354,0.0,4,1
426,3,2,10.0,1,0,0,1,1,0,1,3.8066624897703196,12.37008595788148,0.0,2,1
428,2,5,10.0,3,0,1,1,0,0,0,4.248495242049359,12.08103649451235,0.0,1,1
429,2,5,10.0,0,1,4,1,0,0,0,3.367295829986474,10.726653714419808,0.0,2,1
430,3,3,10.0,0,0,1,1,1,0,0,3.58351893845611,12.168443465216349,0.0,3,1
431,3,2,13.0,1,10,0,1,1,0,1,3.4339872044851463,12.211666968086483,7.551186867296149,3,1
432,3,7,10.0,3,6,1,0,1,0,0,3.2188758248682006,11.717953924299254,0.0,2,1
433,3,3,9.0,0,10,1,1,0,4687,1,3.6635616461296463,11.911050366219305,0.0,3,1
434,0,7,6.0,3,0,1,1,1,0,0,3.332204510175204,12.959571469474861,0.0,2,1
435,6,5,10.0,1,9,0,0,1,0,1,3.828641396489095,12.007761940875518,0.0,4,1
436,3,3,10.0,2,1,1,1,0,0,0,4.1588830833596715,12.120040788654045,0.0,1,1
437,3,3,10.0,1,0,0,1,1,0,0,3.2188758248682006,12.636695298781225,0.0,2,1
439,3,2,10.0,1,0,0,1,1,0,1,3.7376696182833684,12.542237692116217,0.0,2,1
440,5,5,10.0,1,0,0,2,1,0,1,3.784189633918261,12.797408559943435,0.0,5,2
441,3,3,10.0,0,0,1,1,0,0,0,3.6109179126442243,12.391875635098211,0.0,2,1
442,5,3,10.0,1,10,5,1,0,0,1,3.784189633918261,12.366851311647654,0.0,2,1
443,5,7,4.0,1,2,0,1,1,0,0,3.1780538303479458,12.374840261260081,0.0,2,1
445,3,5,10.0,2,0,1,1,0,0,0,2.995732273553991,11.586714814940722,0.0,0,1
446,3,4,10.0,2,0,1,1,0,0,0,3.258096538021482,12.23129682413137,0.0,2,1
447,3,7,10.0,2,7,3,1,1,0,0,2.9444389791664403,12.04778006653558,0.0,1,1
448,3,7,10.0,1,6,0,1,1,0,0,3.9318256327243257,11.86944539689522,0.0,2,1
449,3,5,10.0,2,1,3,1,0,0,0,2.8903717578961645,11.780292578906602,0.0,1,1
450,0,5,10.0,2,0,3,1,0,0,0,2.995732273553991,12.007078876573832,0.0,2,1
451,3,3,9.0,1,12,0,1,1,0,1,3.828641396489095,12.417317689527197,0.0,2,1
452,3,5,10.0,3,10,1,1,1,0,0,3.5263605246161616,11.83366022891781,0.0,3,1
453,3,3,10.0,1,0,0,1,1,0,0,4.290459441148391,12.717925741266011,0.0,3,1
454,3,3,9.0,0,0,3,1,0,0,0,3.7612001156935624,12.364016123596128,0.0,2,2
455,6,2,13.0,1,0,5,0,0,0,1,3.6375861597263857,12.210582461008002,0.0,2,1
456,0,7,4.0,3,0,4,1,0,0,0,4.0943445622221,11.669595824878655,0.0,1,1
457,3,5,10.0,2,0,3,1,0,0,0,3.091042453358316,12.29323609428964,0.0,2,1
458,3,3,9.0,2,2,2,1,1,0,0,3.784189633918261,11.885591861327008,0.0,4,1
459,3,5,10.0,1,0,5,1,0,0,0,3.5263605246161616,12.205392414225308,7.629489916393995,2,1
460,3,7,6.0,2,0,3,1,0,0,0,2.833213344056216,11.593601818001982,0.0,1,1
462,3,5,10.0,1,3,5,1,0,0,1,3.5263605246161616,12.1132663284437,7.543273346705446,2,1
463,0,5,10.0,2,0,3,1,1,0,0,2.9444389791664403,12.481193657137057,0.0,3,1
464,5,2,13.0,1,3,0,2,1,0,1,3.784189633918261,12.115989282090965,0.0,3,2
465,3,5,10.0,0,0,4,1,0,0,0,3.58351893845611,12.17885559923662,0.0,2,1
466,3,3,9.0,3,0,1,1,0,0,0,4.007333185232471,12.17338415090664,0.0,2,1
467,0,7,10.0,1,0,0,1,1,1797,0,4.174387269895637,12.609849662947989,0.0,2,1
468,3,2,13.0,2,0,1,1,1,0,0,3.4339872044851463,12.449034510292044,7.462789157412447,2,1
469,3,7,7.0,0,0,3,1,1,0,0,3.295836866004329,12.87765905416303,0.0,2,1
470,0,6,15.0,3,0,4,2,0,0,0,3.9512437185814275,11.654503149192328,0.0,2,2
471,3,3,9.0,3,0,4,1,0,0,0,3.58351893845611,11.757329404060727,0.0,2,1
472,5,3,10.0,0,0,3,1,1,0,0,3.4657359027997265,12.145504897096417,7.372118028337787,4,1
473,3,3,9.0,1,2,0,1,1,0,0,3.6375861597263857,12.785975537221635,0.0,2,1
474,3,0,10.0,1,0,5,1,0,0,0,3.258096538021482,12.794559065546565,0.0,2,1
475,3,2,10.0,2,8,3,1,0,0,0,3.6888794541139363,12.486212597560915,0.0,4,1
476,3,3,10.0,3,7,4,1,0,0,0,4.060443010546419,12.21924550124042,0.0,2,2
477,1,3,9.0,0,1,1,1,0,0,0,3.9512437185814275,12.218258100393975,0.0,2,1
478,3,1,10.0,2,8,1,1,0,0,0,3.4011973816621555,12.196946125251873,0.0,2,1
479,3,3,10.0,2,0,3,1,1,0,0,3.044522437723423,11.082726993441389,0.0,2,1
480,2,7,7.0,2,0,3,1,0,0,0,2.833213344056216,12.414338064295718,0.0,1,2
481,2,5,10.0,1,0,0,1,1,0,0,3.367295829986474,12.543772699503641,0.0,2,1
482,5,0,10.0,1,8,5,1,0,0,1,3.5263605246161616,12.189897530847247,0.0,1,1
483,3,6,10.0,1,0,0,1,1,0,1,3.713572066704308,12.201150551877376,0.0,2,1
484,3,3,10.0,3,0,1,1,1,0,0,3.295836866004329,11.63562085965425,0.0,2,1
486,3,5,10.0,0,0,1,1,1,0,0,3.784189633918261,11.656254949137331,0.0,2,1
487,3,4,10.0,1,0,0,1,1,0,1,4.127134385045092,12.50651792068231,0.0,2,1
488,3,3,10.0,1,0,0,1,1,0,0,3.8501476017100584,11.650545985703051,0.0,2,1
489,0,7,10.0,1,0,5,1,0,0,0,4.04305126783455,12.720646236882642,0.0,2,1
490,3,2,10.0,2,0,1,1,1,0,0,3.332204510175204,12.835965812952137,0.0,2,1
491,1,5,10.0,2,1,4,0,0,0,0,3.295836866004329,12.923461117338139,0.0,2,1
492,3,2,10.0,2,0,3,0,0,0,0,3.258096538021482,11.794881173048562,0.0,2,1
493,3,3,10.0,2,0,1,1,1,0,0,3.091042453358316,12.797981358661858,0.0,2,1
494,3,7,10.0,2,0,3,1,1,0,0,2.833213344056216,12.59298334699053,0.0,2,1
495,3,3,10.0,2,0,1,1,0,0,0,3.295836866004329,12.140957958440875,0.0,2,1
496,3,3,9.0,2,10,1,1,0,0,0,3.091042453358316,12.17347713716024,0.0,1,1
497,2,2,10.0,1,0,0,1,1,0,1,4.07753744390572,12.185936262543759,0.0,2,1
498,3,4,14.0,2,3,1,1,0,4650,0,3.7376696182833684,12.813250633110751,0.0,2,1
499,3,2,10.0,2,0,1,1,0,0,0,3.295836866004329,12.723141738218006,0.0,1,1
500,3,4,10.0,1,10,0,1,1,7688,1,3.58351893845611,12.316866871807514,0.0,3,1
501,4,0,12.0,1,0,0,1,1,0,1,3.6109179126442243,12.007609511610024,0.0,3,1
502,3,7,10.0,2,7,3,2,0,0,0,2.833213344056216,11.507530940652922,0.0,1,1
503,3,5,10.0,2,10,3,1,1,0,0,3.044522437723423,12.131252111872485,0.0,2,1
504,3,3,9.0,2,0,1,1,1,0,0,3.332204510175204,12.307961140694621,0.0,2,1
505,3,3,9.0,2,0,1,1,1,0,0,3.4339872044851463,11.425906815226881,0.0,3,1
506,1,5,10.0,1,5,0,1,1,0,1,3.6635616461296463,12.073866089208066,7.589841512182657,4,1
507,3,3,10.0,2,0,3,1,0,0,0,3.1780538303479458,12.097501425517462,0.0,2,1
508,4,2,13.0,1,3,0,1,1,15024,1,3.9889840465642745,11.770910925685172,0.0,2,1
509,5,3,9.0,1,0,0,0,1,0,1,3.295836866004329,12.467948329123004,0.0,4,1
510,3,5,10.0,2,1,3,1,0,0,0,2.9444389791664403,11.591246691745424,0.0,0,1
511,3,0,12.0,1,0,0,0,1,0,1,3.5263605246161616,12.532905717166813,7.551186867296149,3,1
512,3,3,10.0,1,0,5,1,0,0,1,3.258096538021482,12.40644693343158,0.0,3,1
513,3,5,10.0,2,12,1,1,1,0,0,3.58351893845611,12.0801408739235,0.0,2,1
514,3,3,9.0,2,2,3,1,1,0,0,3.258096538021482,12.555725492152137,0.0,2,1
515,3,3,9.0,1,0,0,1,1,0,0,3.8501476017100584,12.801204490649383,0.0,2,1
516,3,2,10.0,1,10,0,1,1,0,1,3.970291913552122,12.621052346006925,0.0,3,1
517,4,3,9.0,1,0,0,1,1,5178,1,3.4657359027997265,12.407645206916241,0.0,3,1
518,3,3,9.0,1,3,0,1,1,0,0,3.6888794541139363,12.139740516839826,7.4223737009868245,3,1
519,2,4,14.0,1,0,0,1,1,7688,1,3.8066624897703196,12.374067057178083,0.0,3,1
520,3,3,10.0,0,0,1,1,1,0,0,3.1780538303479458,12.214055696021012,0.0,2,1
521,3,5,10.0,2,5,3,1,1,0,0,3.091042453358316,11.504883212576994,0.0,1,1
523,5,4,14.0,1,3,0,1,1,7688,1,3.5553480614894135,12.216156630817526,0.0,3,1
524,2,6,10.0,2,0,1,1,1,10520,1,3.784189633918261,12.085260025313426,0.0,2,1
526,3,3,9.0,1,0,0,1,1,0,1,3.7376696182833684,11.82348631087837,0.0,3,1
528,3,5,10.0,1,0,0,1,1,0,0,3.8066624897703196,11.789238150184424,0.0,2,1
529,3,7,3.0,3,0,1,1,0,0,0,4.174387269895637,12.07027010437061,0.0,0,2
530,3,5,10.0,0,7,4,1,0,0,0,3.4965075614664802,12.054528565567866,0.0,2,1
531,3,2,10.0,2,0,1,1,1,0,0,3.367295829986474,12.882236421049704,0.0,2,1
532,3,5,10.0,1,0,0,1,1,0,1,3.367295829986474,12.340865741871706,7.543273346705446,3,1
533,5,6,15.0,1,3,0,1,1,0,0,4.477336814478207,12.139382477927326,0.0,2,1
534,3,5,10.0,2,7,3,1,0,0,0,3.044522437723423,10.45207128190472,0.0,1,1
535,3,3,9.0,2,0,3,1,0,0,0,2.9444389791664403,12.88337495652828,0.0,1,1
536,3,5,10.0,1,2,0,2,1,0,0,3.8066624897703196,12.731111777110733,0.0,2,2
537,3,3,9.0,1,0,0,1,1,0,0,3.912023005428146,11.763512962434271,0.0,4,1
538,3,5,10.0,2,10,2,1,0,0,0,3.044522437723423,12.11512991452162,0.0,2,2
539,3,3,9.0,1,12,0,1,1,0,1,4.060443010546419,11.90489322565974,0.0,2,1
540,4,3,9.0,1,0,0,1,1,0,0,3.871201010907891,10.566665096473642,0.0,2,1
541,0,2,10.0,1,0,0,1,1,0,0,4.276666119016055,12.084588393816318,0.0,0,1
542,3,5,10.0,2,1,4,1,1,0,0,3.044522437723423,12.6356285591629,0.0,2,1
543,5,2,13.0,1,3,0,1,1,4386,1,3.58351893845611,11.841797464246872,0.0,3,1
544,3,3,10.0,2,0,1,1,1,0,0,3.2188758248682006,12.466531249225195,0.0,2,1
545,3,5,10.0,2,6,1,2,1,0,0,3.258096538021482,11.99721407628566,0.0,2,2
546,2,2,13.0,2,8,3,1,1,1055,0,3.258096538021482,12.245879725198543,0.0,2,1
547,3,5,10.0,2,4,1,1,0,0,0,2.9444389791664403,10.709896451875155,0.0,0,1
548,3,5,10.0,1,0,0,2,1,0,0,3.6109179126442243,11.946070588851702,0.0,2,2
549,3,2,13.0,1,0,5,1,0,0,1,3.713572066704308,11.627868917267561,0.0,0,1
550,3,5,10.0,1,3,0,1,1,2407,0,3.258096538021482,11.871075320691636,0.0,3,1
551,3,7,10.0,1,7,0,1,1,2414,0,4.276666119016055,11.959596493889515,0.0,0,1
552,3,3,9.0,2,0,1,1,1,0,0,3.332204510175204,12.021668922531894,0.0,2,1
553,3,2,10.0,1,8,5,1,0,0,1,3.713572066704308,12.377720776767655,0.0,0,2
554,3,5,10.0,0,3,4,0,0,0,0,3.9318256327243257,12.859043456442599,0.0,3,1
555,3,3,9.0,2,0,3,1,1,0,0,2.995732273553991,10.781473951252568,0.0,2,1
556,3,3,10.0,1,3,0,1,1,0,1,4.110873864173311,11.822334782041754,0.0,3,1
557,4,5,10.0,1,10,0,1,1,0,1,3.5553480614894135,12.737024373679754,0.0,3,1
558,2,3,10.0,0,1,4,1,0,0,0,3.828641396489095,11.533472912857889,0.0,1,1
559,3,7,10.0,1,0,0,1,1,0,1,4.07753744390572,11.484196718137357,0.0,2,1
560,5,6,15.0,1,0,0,1,1,0,1,3.784189633918261,12.193787491096536,0.0,4,1
561,3,3,9.0,1,3,0,1,1,0,1,4.007333185232471,12.019025942796452,0.0,2,1
562,3,5,10.0,3,6,1,1,1,0,1,4.0943445622221,11.84503821281399,0.0,3,1
563,3,3,9.0,1,0,5,1,0,0,0,3.784189633918261,12.843313275401238,0.0,2,1
564,3,5,10.0,1,1,3,0,0,0,1,3.6635616461296463,12.75055449088088,0.0,3,1
565,3,3,9.0,2,0,2,1,1,0,0,3.044522437723423,12.488043439636582,0.0,2,2
566,3,4,10.0,1,3,0,1,1,0,1,4.07753744390572,11.594468584923623,0.0,3,1
567,3,3,10.0,1,0,0,1,1,0,0,3.6109179126442243,12.097752198037451,0.0,2,1
568,3,0,10.0,1,5,0,1,1,0,0,3.8066624897703196,12.14007172227035,0.0,2,1
569,2,2,13.0,1,8,0,1,1,0,0,3.784189633918261,12.15488460876074,0.0,3,1
570,0,2,13.0,1,0,5,2,0,7688,1,3.6375861597263857,11.456979257287898,0.0,3,2
571,3,7,6.0,2,0,1,1,0,0,0,2.9444389791664403,12.711552003451246,0.0,2,1
572,5,7,4.0,1,10,0,1,1,0,0,4.23410650459726,11.552175023861313,0.0,3,1
573,3,3,10.0,2,0,1,1,1,0,0,3.295836866004329,11.442878466658195,0.0,2,1
574,3,3,9.0,1,0,0,1,1,0,1,3.9318256327243257,11.0230456057197,0.0,2,1
575,5,3,10.0,1,3,0,1,1,0,0,4.0943445622221,12.369614801353295,0.0,3,1
576,3,3,10.0,1,7,0,0,1,0,0,3.8918202981106265,12.207062155803365,0.0,2,1
577,5,3,10.0,1,0,0,1,1,0,1,3.7612001156935624,11.937918652885939,0.0,2,1
578,3,3,10.0,0,0,1,1,0,0,0,3.9889840465642745,12.26947927632149,0.0,2,1
579,6,2,10.0,1,3,0,1,1,0,1,3.7376696182833684,12.59062390916898,0.0,3,1
580,4,5,10.0,1,0,0,1,1,0,1,3.713572066704308,10.462731842903445,0.0,3,1
581,3,3,10.0,0,0,1,1,1,0,0,3.8501476017100584,10.76840077595051,0.0,2,1
582,3,6,10.0,1,0,0,1,1,0,1,3.6109179126442243,10.620229181949702,0.0,3,1
583,3,3,9.0,0,1,4,1,0,0,0,3.713572066704308,12.289747211553108,0.0,2,1
584,0,7,10.0,0,0,1,1,1,0,0,4.189654742026425,12.507879492027351,0.0,2,1
585,3,3,10.0,1,0,0,1,1,0,0,3.8918202981106265,11.014538821972666,0.0,2,1
587,4,4,10.0,1,2,0,1,1,0,0,3.6888794541139363,10.408073751512099,0.0,3,1
589,3,2,13.0,1,0,0,1,1,0,1,3.9889840465642745,12.067396613341073,0.0,2,1
590,3,5,10.0,0,0,4,1,0,0,0,3.5553480614894135,11.48065017641844,0.0,2,1
591,2,5,10.0,2,12,4,1,1,0,0,4.1588830833596715,12.199692334565887,0.0,2,1
592,3,3,10.0,1,6,0,1,1,0,0,3.828641396489095,12.712215321391783,0.0,2,1
593,5,3,9.0,1,3,0,2,1,0,0,3.871201010907891,12.403410064520964,0.0,2,2
594,3,2,13.0,1,10,0,1,1,0,1,3.332204510175204,11.156736117396209,0.0,3,1
595,3,2,13.0,2,0,1,1,0,0,0,3.2188758248682006,10.528864328377763,0.0,3,1
596,3,3,9.0,1,0,0,1,1,0,0,3.6109179126442243,12.174865735905463,0.0,3,1
597,3,3,9.0,1,0,0,1,1,0,0,3.6635616461296463,12.013082379911374,0.0,2,1
598,6,2,10.0,1,8,0,1,1,0,0,3.367295829986474,12.622958949433837,0.0,1,2
599,5,6,10.0,2,0,1,2,1,27828,1,3.970291913552122,11.831720955864055,0.0,2,2
